appid,age_year,max_discount,mean_discount,n_observations,median_sale_price,title,initial_price,primary_genre,developer_tier,price_tier,review_score,log_ownership,is_multiplayer,has_controller_support,achievements_total,buyer_value_at_age
10,10,90,41.71232876712329,73,4.99,Counter-Strike,9.99,Action,AAA,Mid,0.9741554914276014,7.176091288008646,1,0,0,0.4994994994994995
20,10,90,37.95192307692308,104,4.365,Team Fortress Classic,4.99,Action,AAA,Budget,0.8711198859273884,6.176091548585239,1,0,0,0.874749498997996
30,9,75,62.5,4,3.115,Day of Defeat,4.99,Action,AAA,Budget,0.9021084337349398,6.875061321297627,1,0,0,0.624248496993988
30,10,90,38.5,100,3.865,Day of Defeat,4.99,Action,AAA,Budget,0.9021084337349398,6.875061321297627,1,0,0,0.7745490981963928
40,10,90,39.088235294117645,102,3.74,Deathmatch Classic,4.99,Action,AAA,Budget,0.8320610687022901,6.875061321297627,1,0,0,0.749498997995992
50,10,90,39.018181818181816,110,3.74,Half-Life: Opposing Force,4.99,Action,Mid-tier,Budget,0.9534078331964726,6.5440681684343955,1,0,0,0.749498997995992
60,10,90,39.20192307692308,104,3.74,Ricochet,4.99,Action,AAA,Budget,0.830890642615558,5.54406928518988,1,0,0,0.749498997995992
70,10,100,41.52892561983471,121,4.99,Half-Life,9.99,Action,AAA,Mid,0.9650719107719401,7.176091288008646,1,1,0,0.4994994994994995
80,8,75,62.5,4,4.365,Counter-Strike: Condition Zero,9.99,Action,AAA,Mid,0.9143850344036697,6.875061321297627,1,0,0,0.43693693693693697
80,9,75,41.25,20,4.99,Counter-Strike: Condition Zero,9.99,Action,AAA,Mid,0.9143850344036697,6.875061321297627,1,0,0,0.4994994994994995
80,10,90,39.75961538461539,104,6.24,Counter-Strike: Condition Zero,9.99,Action,AAA,Mid,0.9143850344036697,6.875061321297627,1,0,0,0.6246246246246246
100,10,90,40.90909090909091,11,9.99,Counter-Strike: Condition Zero,9.99,Action,AAA,Mid,0.9165067178502879,7.176091288008646,1,0,0,1.0
130,10,90,40.779661016949156,118,2.49,Half-Life: Blue Shift,4.99,Action,Mid-tier,Budget,0.9259493670886076,6.176091548585239,0,0,0,0.49899799599198397
220,8,75,41.666666666666664,6,4.99,Half-Life 2,9.99,Action,AAA,Mid,0.9761543336330007,7.176091288008646,0,1,69,0.4994994994994995
220,9,75,37.5,16,4.99,Half-Life 2,9.99,Action,AAA,Mid,0.9761543336330007,7.176091288008646,0,1,69,0.4994994994994995
220,10,90,41.08910891089109,101,4.99,Half-Life 2,9.99,Action,AAA,Mid,0.9761543336330007,7.176091288008646,0,1,69,0.4994994994994995
240,8,75,57.5,10,8.115,Counter-Strike: Source,9.99,Action,AAA,Mid,0.9628461562640794,7.176091288008646,1,0,147,0.8123123123123123
240,9,75,41.0,25,9.99,Counter-Strike: Source,9.99,Action,AAA,Mid,0.9628461562640794,7.176091288008646,1,0,147,1.0
240,10,90,38.54347826086956,92,9.99,Counter-Strike: Source,9.99,Action,AAA,Mid,0.9628461562640794,7.176091288008646,1,0,147,1.0
280,8,50,50.0,1,4.99,Half-Life: Source,9.99,Action,AAA,Mid,0.6867040859436296,6.5440681684343955,0,0,0,0.4994994994994995
280,9,75,36.666666666666664,15,4.99,Half-Life: Source,9.99,Action,AAA,Mid,0.6867040859436296,6.5440681684343955,0,0,0,0.4994994994994995
280,10,90,40.54347826086956,46,4.99,Half-Life: Source,9.99,Action,AAA,Mid,0.6867040859436296,6.5440681684343955,0,0,0,0.4994994994994995
300,2,50,50.0,1,4.99,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,0.4994994994994995
300,3,50,22.22222222222222,9,9.99,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,1.0
300,4,75,29.166666666666668,6,7.49,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,0.7497497497497497
300,5,75,37.5,8,6.24,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,0.6246246246246246
300,6,80,40.0,6,5.99,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,0.5995995995995996
300,7,90,45.0,8,5.49,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,0.5495495495495496
300,8,90,41.25,8,5.99,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,0.5995995995995996
300,9,80,80.0,1,1.99,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,0.1991991991991992
300,10,90,40.30612244897959,49,9.99,Day of Defeat: Source,9.99,Action,AAA,Mid,0.91744295359371,6.5440681684343955,1,0,54,1.0
320,8,75,41.666666666666664,6,2.49,Half-Life 2: Deathmatch,0.0,Action,AAA,Free,0.9076525883754799,7.176091288008646,1,0,0,1.0
320,9,75,37.5,16,2.49,Half-Life 2: Deathmatch,0.0,Action,AAA,Free,0.9076525883754799,7.176091288008646,1,0,0,1.0
320,10,90,41.035714285714285,84,2.49,Half-Life 2: Deathmatch,0.0,Action,AAA,Free,0.9076525883754799,7.176091288008646,1,0,0,1.0
340,7,75,41.666666666666664,6,19.99,Half-Life 2: Lost Coast,0.0,Action,AAA,Free,0.893670326431361,7.5440680567586895,0,0,0,1.0
340,8,75,37.5,16,19.99,Half-Life 2: Lost Coast,0.0,Action,AAA,Free,0.893670326431361,7.5440680567586895,0,0,0,1.0
340,9,75,37.5,8,19.99,Half-Life 2: Lost Coast,0.0,Action,AAA,Free,0.893670326431361,7.5440680567586895,0,0,0,1.0
340,10,75,33.333333333333336,9,9.99,Half-Life 2: Lost Coast,0.0,Action,AAA,Free,0.893670326431361,7.5440680567586895,0,0,0,1.0
360,6,50,50.0,1,4.99,Half-Life Deathmatch: Source,9.99,Action,AAA,Mid,0.7544601802464594,6.875061321297627,1,0,0,0.4994994994994995
360,7,75,36.666666666666664,15,4.99,Half-Life Deathmatch: Source,9.99,Action,AAA,Mid,0.7544601802464594,6.875061321297627,1,0,0,0.4994994994994995
360,8,75,39.583333333333336,12,4.99,Half-Life Deathmatch: Source,9.99,Action,AAA,Mid,0.7544601802464594,6.875061321297627,1,0,0,0.4994994994994995
360,9,75,37.5,8,6.24,Half-Life Deathmatch: Source,9.99,Action,AAA,Mid,0.7544601802464594,6.875061321297627,1,0,0,0.6246246246246246
360,10,90,41.92307692307692,26,5.99,Half-Life Deathmatch: Source,9.99,Action,AAA,Mid,0.7544601802464594,6.875061321297627,1,0,0,0.5995995995995996
380,6,50,50.0,1,3.99,Half-Life 2: Episode One,0.0,Action,AAA,Free,0.9581717627614265,6.875061321297627,0,1,13,1.0
380,7,75,36.666666666666664,15,3.99,Half-Life 2: Episode One,0.0,Action,AAA,Free,0.9581717627614265,6.875061321297627,0,1,13,1.0
380,8,75,39.583333333333336,12,3.99,Half-Life 2: Episode One,0.0,Action,AAA,Free,0.9581717627614265,6.875061321297627,0,1,13,1.0
380,9,75,37.5,10,4.99,Half-Life 2: Episode One,0.0,Action,AAA,Free,0.9581717627614265,6.875061321297627,0,1,13,1.0
380,10,90,33.7037037037037,81,7.99,Half-Life 2: Episode One,0.0,Action,AAA,Free,0.9581717627614265,6.875061321297627,0,1,13,1.0
400,5,75,43.75,4,4.99,Portal,9.99,Action,AAA,Mid,0.9852303019031678,7.176091288008646,0,1,15,0.4994994994994995
400,6,75,41.666666666666664,21,4.99,Portal,9.99,Action,AAA,Mid,0.9852303019031678,7.176091288008646,0,1,15,0.4994994994994995
400,7,80,41.36363636363637,11,4.99,Portal,9.99,Action,AAA,Mid,0.9852303019031678,7.176091288008646,0,1,15,0.4994994994994995
400,8,80,39.5,10,6.24,Portal,9.99,Action,AAA,Mid,0.9852303019031678,7.176091288008646,0,1,15,0.6246246246246246
400,9,90,41.666666666666664,6,5.99,Portal,9.99,Action,AAA,Mid,0.9852303019031678,7.176091288008646,0,1,15,0.5995995995995996
400,10,90,42.674418604651166,86,5.99,Portal,9.99,Action,AAA,Mid,0.9852303019031678,7.176091288008646,0,1,15,0.5995995995995996
420,5,75,41.666666666666664,6,3.99,Half-Life 2: Episode Two,0.0,Action,AAA,Free,0.9711635994783365,6.875061321297627,0,1,23,1.0
420,6,75,37.5,16,3.99,Half-Life 2: Episode Two,0.0,Action,AAA,Free,0.9711635994783365,6.875061321297627,0,1,23,1.0
420,7,75,37.5,8,3.99,Half-Life 2: Episode Two,0.0,Action,AAA,Free,0.9711635994783365,6.875061321297627,0,1,23,1.0
420,8,80,38.0,10,4.99,Half-Life 2: Episode Two,0.0,Action,AAA,Free,0.9711635994783365,6.875061321297627,0,1,23,1.0
420,9,90,41.666666666666664,6,4.79,Half-Life 2: Episode Two,0.0,Action,AAA,Free,0.9711635994783365,6.875061321297627,0,1,23,1.0
420,10,90,42.20338983050848,59,1.59,Half-Life 2: Episode Two,0.0,Action,AAA,Free,0.9711635994783365,6.875061321297627,0,1,23,1.0
440,7,100,33.333333333333336,9,0.0,Team Fortress 2,0.0,Action,AAA,Free,0.9089152114625311,7.875061269182293,1,0,520,
500,3,75,75.0,1,4.99,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,0.4994994994994995
500,4,75,50.0,9,9.99,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,1.0
500,5,75,36.111111111111114,18,9.99,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,1.0
500,6,80,41.785714285714285,14,9.99,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,1.0
500,7,80,39.166666666666664,12,12.489999999999998,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,1.0
500,8,90,40.5,10,12.489999999999998,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,1.0
500,9,90,40.0,11,9.99,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,1.0
500,10,90,41.2962962962963,81,8.99,Left 4 Dead,9.99,Action,AAA,Mid,0.9638360285821738,6.875061321297627,1,1,73,0.8998998998998999
550,2,75,75.0,1,4.99,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,0.4994994994994995
550,3,75,50.0,9,9.99,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,1.0
550,4,75,36.904761904761905,21,9.99,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,1.0
550,5,80,39.6875,16,9.99,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,1.0
550,6,80,39.583333333333336,12,12.489999999999998,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,1.0
550,7,90,40.5,10,12.489999999999998,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,1.0
550,8,90,40.0,11,9.99,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,1.0
550,9,80,39.285714285714285,14,6.24,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,0.6246246246246246
550,10,90,41.62162162162162,74,5.995,Left 4 Dead 2,9.99,Action,AAA,Mid,0.9752953520907819,7.875061269182293,1,1,101,0.6001001001001001
620,1,75,62.5,4,7.49,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,0.7497497497497497
620,2,75,40.38461538461539,13,9.99,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,1.0
620,3,80,40.25,20,9.99,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,1.0
620,4,80,39.0,10,12.489999999999998,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,1.0
620,5,80,38.75,8,12.489999999999998,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,1.0
620,6,90,45.0,8,10.989999999999998,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,1.0
620,7,90,36.666666666666664,9,9.99,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,1.0
620,8,90,45.0,6,5.49,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,0.5495495495495496
620,9,80,36.36363636363637,11,9.99,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,1.0
620,10,90,42.357142857142854,56,6.390000000000001,Portal 2,9.99,Adventure,AAA,Mid,0.9870381721684994,6.875061321297627,1,1,51,0.6396396396396397
730,0,66,38.45454545454545,11,9.99,Counter-Strike 2,0.0,Free To Play,AAA,Free,0.8616644385131552,8.176091261950978,1,0,1,1.0
730,1,75,35.64,25,7.49,Counter-Strike 2,0.0,Free To Play,AAA,Free,0.8616644385131552,8.176091261950978,1,0,1,1.0
730,2,50,30.692307692307693,13,10.04,Counter-Strike 2,0.0,Free To Play,AAA,Free,0.8616644385131552,8.176091261950978,1,0,1,1.0
730,3,50,22.727272727272727,11,14.99,Counter-Strike 2,0.0,Free To Play,AAA,Free,0.8616644385131552,8.176091261950978,1,0,1,1.0
730,4,33,16.5,8,12.515,Counter-Strike 2,0.0,Free To Play,AAA,Free,0.8616644385131552,8.176091261950978,1,0,1,1.0
730,5,50,19.9,10,12.515,Counter-Strike 2,0.0,Free To Play,AAA,Free,0.8616644385131552,8.176091261950978,1,0,1,1.0
1200,6,75,60.25,4,4.99,Red Orchestra: Ostfront 41-45,4.99,Action,Mid-tier,Budget,0.8779231074118113,5.875061842450624,1,0,44,1.0
1200,7,85,37.27272727272727,11,5.24,Red Orchestra: Ostfront 41-45,4.99,Action,Mid-tier,Budget,0.8779231074118113,5.875061842450624,1,0,44,1.0
1200,8,75,35.0,10,4.99,Red Orchestra: Ostfront 41-45,4.99,Action,Mid-tier,Budget,0.8779231074118113,5.875061842450624,1,0,44,1.0
1200,9,75,39.583333333333336,12,4.99,Red Orchestra: Ostfront 41-45,4.99,Action,Mid-tier,Budget,0.8779231074118113,5.875061842450624,1,0,44,1.0
1200,10,85,28.340579710144926,138,4.99,Red Orchestra: Ostfront 41-45,4.99,Action,Mid-tier,Budget,0.8779231074118113,5.875061842450624,1,0,44,1.0
1250,3,85,67.75,8,7.895,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.39494747373686845
1250,4,80,41.375,16,9.99,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.4997498749374688
1250,5,80,40.357142857142854,28,9.99,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.4997498749374688
1250,6,75,34.09090909090909,11,9.99,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.4997498749374688
1250,7,75,37.5,8,12.489999999999998,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.6248124062031015
1250,8,80,37.916666666666664,12,12.489999999999998,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.6248124062031015
1250,9,85,38.57142857142857,14,12.489999999999998,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.6248124062031015
1250,10,90,39.869565217391305,115,4.99,Killing Floor,19.99,Action,Mid-tier,Mid,0.9519470848482193,6.5440681684343955,1,0,285,0.24962481240620313
1510,6,75,37.5,2,6.24,Uplink,11.99,Strategy,Mid-tier,Mid,0.908036454018227,5.875061842450624,0,0,0,0.5204336947456214
1510,7,75,28.125,8,7.49,Uplink,11.99,Strategy,Mid-tier,Mid,0.908036454018227,5.875061842450624,0,0,0,0.6246872393661385
1510,8,90,44.5,10,5.74,Uplink,11.99,Strategy,Mid-tier,Mid,0.908036454018227,5.875061842450624,0,0,0,0.47873227689741454
1510,9,85,41.25,8,6.24,Uplink,11.99,Strategy,Mid-tier,Mid,0.908036454018227,5.875061842450624,0,0,0,0.5204336947456214
1510,10,85,38.47826086956522,92,9.79,Uplink,11.99,Strategy,Mid-tier,Mid,0.908036454018227,5.875061842450624,0,0,0,0.8165137614678898
1520,6,75,37.5,2,6.24,DEFCON,11.99,Strategy,Mid-tier,Mid,0.8744175209692451,5.54406928518988,1,0,22,0.5204336947456214
1520,7,75,28.125,8,7.49,DEFCON,11.99,Strategy,Mid-tier,Mid,0.8744175209692451,5.54406928518988,1,0,22,0.6246872393661385
1520,8,90,44.166666666666664,6,5.74,DEFCON,11.99,Strategy,Mid-tier,Mid,0.8744175209692451,5.54406928518988,1,0,22,0.47873227689741454
1520,9,85,41.25,8,6.24,DEFCON,11.99,Strategy,Mid-tier,Mid,0.8744175209692451,5.54406928518988,1,0,22,0.5204336947456214
1520,10,85,38.398058252427184,103,9.99,DEFCON,11.99,Strategy,Mid-tier,Mid,0.8744175209692451,5.54406928518988,1,0,22,0.8331943286071727
1700,5,40,40.0,1,2.99,Arx Fatalis,4.99,RPG,Mid-tier,Budget,0.8782816229116945,5.54406928518988,0,0,0,0.5991983967935872
1700,8,75,30.0,8,3.99,Arx Fatalis,4.99,RPG,Mid-tier,Budget,0.8782816229116945,5.54406928518988,0,0,0,0.7995991983967936
1700,9,67,29.25,8,3.74,Arx Fatalis,4.99,RPG,Mid-tier,Budget,0.8782816229116945,5.54406928518988,0,0,0,0.749498997995992
1700,10,75,33.92,100,3.74,Arx Fatalis,4.99,RPG,Mid-tier,Budget,0.8782816229116945,5.54406928518988,0,0,0,0.749498997995992
1900,6,75,58.333333333333336,3,2.49,Earth 2160,9.99,Strategy,Mid-tier,Mid,0.7255663430420712,5.54406928518988,1,0,0,0.24924924924924927
1900,7,75,29.166666666666668,6,3.74,Earth 2160,9.99,Strategy,Mid-tier,Mid,0.7255663430420712,5.54406928518988,1,0,0,0.3743743743743744
1900,8,86,37.2,15,4.99,Earth 2160,9.99,Strategy,Mid-tier,Mid,0.7255663430420712,5.54406928518988,1,0,0,0.4994994994994995
1900,9,86,41.4,10,2.965,Earth 2160,9.99,Strategy,Mid-tier,Mid,0.7255663430420712,5.54406928518988,1,0,0,0.29679679679679677
1900,10,88,31.608465608465607,189,4.99,Earth 2160,9.99,Strategy,Mid-tier,Mid,0.7255663430420712,5.54406928518988,1,0,0,0.4994994994994995
1930,3,75,62.5,2,3.74,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.24949966644429622
1930,4,80,35.0,12,7.49,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.4996664442961975
1930,5,90,38.69230769230769,26,9.99,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.666444296197465
1930,6,90,40.142857142857146,14,7.49,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.4996664442961975
1930,7,90,48.90909090909091,11,1.09,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.07271514342895263
1930,8,85,37.333333333333336,15,9.99,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.666444296197465
1930,9,85,43.529411764705884,17,2.49,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.16611074049366245
1930,10,75,32.564935064935064,154,7.99,Two Worlds Epic Edition,14.99,RPG,Mid-tier,Mid,0.7741825613079019,6.176091548585239,1,0,0,0.5330220146764509
2100,6,75,36.333333333333336,6,6.49,Dark Messiah of Might & Magic,9.99,RPG,Mid-tier,Mid,0.9098104018090103,6.176091548585239,1,0,0,0.6496496496496497
2100,7,75,26.153846153846153,13,6.49,Dark Messiah of Might & Magic,9.99,RPG,Mid-tier,Mid,0.9098104018090103,6.176091548585239,1,0,0,0.6496496496496497
2100,8,75,38.46153846153846,13,5.99,Dark Messiah of Might & Magic,9.99,RPG,Mid-tier,Mid,0.9098104018090103,6.176091548585239,1,0,0,0.5995995995995996
2100,9,75,27.083333333333332,12,7.49,Dark Messiah of Might & Magic,9.99,RPG,Mid-tier,Mid,0.9098104018090103,6.176091548585239,1,0,0,0.7497497497497497
2100,10,75,36.52777777777778,144,7.49,Dark Messiah of Might & Magic,9.99,RPG,Mid-tier,Mid,0.9098104018090103,6.176091548585239,1,0,0,0.7497497497497497
2130,10,75,35.0,15,9.99,Dark Messiah of Might & Magic,9.99,RPG,Mid-tier,Mid,0.8433734939759037,6.176091548585239,1,0,0,1.0
2200,5,40,20.0,2,15.989999999999998,Quake III Arena,14.99,Action,Mid-tier,Mid,0.958,5.875061842450624,1,0,0,1.0
2200,6,75,25.0,13,14.99,Quake III Arena,14.99,Action,Mid-tier,Mid,0.958,5.875061842450624,1,0,0,1.0
2200,7,50,25.5,12,13.39,Quake III Arena,14.99,Action,Mid-tier,Mid,0.958,5.875061842450624,1,0,0,0.8932621747831888
2200,8,66,24.571428571428573,7,14.99,Quake III Arena,14.99,Action,Mid-tier,Mid,0.958,5.875061842450624,1,0,0,1.0
2200,9,75,36.23076923076923,26,14.99,Quake III Arena,14.99,Action,Mid-tier,Mid,0.958,5.875061842450624,1,0,0,1.0
2200,10,75,31.260416666666668,96,11.24,Quake III Arena,14.99,Action,Mid-tier,Mid,0.958,5.875061842450624,1,0,0,0.7498332221480988
2210,1,75,35.0,4,13.49,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.8999332888592395
2210,2,50,20.454545454545453,11,19.99,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,1.0
2210,3,66,29.6,10,11.99,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.799866577718479
2210,4,75,28.571428571428573,7,14.99,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,1.0
2210,5,75,32.0,6,11.24,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.7498332221480988
2210,6,75,34.375,8,11.24,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.7498332221480988
2210,7,67,26.416666666666668,12,11.24,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.7498332221480988
2210,8,70,35.0,8,9.74,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.6497665110073382
2210,9,70,33.333333333333336,12,11.24,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.7498332221480988
2210,10,75,33.24193548387097,62,10.49,Quake 4,14.99,Action,Mid-tier,Mid,0.8769109119662625,5.54406928518988,1,0,0,0.6997998665777185
2270,5,40,20.0,2,3.99,Wolfenstein 3D,4.99,Action,Mid-tier,Budget,0.9335375913268914,5.875061842450624,0,0,0,0.7995991983967936
2270,6,75,29.41176470588235,17,3.74,Wolfenstein 3D,4.99,Action,Mid-tier,Budget,0.9335375913268914,5.875061842450624,0,0,0,0.749498997995992
2270,7,75,38.15384615384615,13,2.49,Wolfenstein 3D,4.99,Action,Mid-tier,Budget,0.9335375913268914,5.875061842450624,0,0,0,0.49899799599198397
2270,8,75,33.333333333333336,6,3.74,Wolfenstein 3D,4.99,Action,Mid-tier,Budget,0.9335375913268914,5.875061842450624,0,0,0,0.749498997995992
2270,9,75,31.2,10,3.74,Wolfenstein 3D,4.99,Action,Mid-tier,Budget,0.9335375913268914,5.875061842450624,0,0,0,0.749498997995992
2270,10,80,33.93269230769231,104,4.99,Wolfenstein 3D,4.99,Action,Mid-tier,Budget,0.9335375913268914,5.875061842450624,0,0,0,1.0
2280,5,75,38.75,4,2.99,DOOM + DOOM II,9.99,Action,Mid-tier,Mid,0.9661939550207707,6.176091548585239,1,1,33,0.2992992992992993
2280,6,75,29.41176470588235,17,3.74,DOOM + DOOM II,9.99,Action,Mid-tier,Mid,0.9661939550207707,6.176091548585239,1,1,33,0.3743743743743744
2280,7,50,26.6,10,3.34,DOOM + DOOM II,9.99,Action,Mid-tier,Mid,0.9661939550207707,6.176091548585239,1,1,33,0.3343343343343343
2280,8,75,31.666666666666668,6,3.99,DOOM + DOOM II,9.99,Action,Mid-tier,Mid,0.9661939550207707,6.176091548585239,1,1,33,0.3993993993993994
2280,9,75,30.25,8,3.74,DOOM + DOOM II,9.99,Action,Mid-tier,Mid,0.9661939550207707,6.176091548585239,1,1,33,0.3743743743743744
2280,10,75,31.027522935779817,109,4.99,DOOM + DOOM II,9.99,Action,Mid-tier,Mid,0.9661939550207707,6.176091548585239,1,1,33,0.4994994994994995
2290,5,75,38.75,4,2.99,Final DOOM,4.99,Action,Mid-tier,Budget,0.858712715855573,5.54406928518988,0,0,0,0.5991983967935872
2290,6,75,29.41176470588235,17,3.74,Final DOOM,4.99,Action,Mid-tier,Budget,0.858712715855573,5.54406928518988,0,0,0,0.749498997995992
2290,7,50,26.6,10,3.34,Final DOOM,4.99,Action,Mid-tier,Budget,0.858712715855573,5.54406928518988,0,0,0,0.6693386773547093
2290,8,75,33.333333333333336,6,3.74,Final DOOM,4.99,Action,Mid-tier,Budget,0.858712715855573,5.54406928518988,0,0,0,0.749498997995992
2290,9,50,25.0,8,3.74,Final DOOM,4.99,Action,Mid-tier,Budget,0.858712715855573,5.54406928518988,0,0,0,0.749498997995992
2290,10,75,32.07142857142857,56,4.99,Final DOOM,4.99,Action,Mid-tier,Budget,0.858712715855573,5.54406928518988,0,0,0,1.0
2300,5,75,38.75,4,2.99,DOOM II,4.99,Action,Mid-tier,Budget,0.9546807806814422,5.875061842450624,1,1,0,0.5991983967935872
2300,6,75,29.41176470588235,17,3.74,DOOM II,4.99,Action,Mid-tier,Budget,0.9546807806814422,5.875061842450624,1,1,0,0.749498997995992
2300,7,66,29.6,10,2.99,DOOM II,4.99,Action,Mid-tier,Budget,0.9546807806814422,5.875061842450624,1,1,0,0.5991983967935872
2300,8,75,34.375,8,3.74,DOOM II,4.99,Action,Mid-tier,Budget,0.9546807806814422,5.875061842450624,1,1,0,0.749498997995992
2300,9,75,30.25,8,3.74,DOOM II,4.99,Action,Mid-tier,Budget,0.9546807806814422,5.875061842450624,1,1,0,0.749498997995992
2300,10,75,32.47727272727273,88,4.99,DOOM II,4.99,Action,Mid-tier,Budget,0.9546807806814422,5.875061842450624,1,1,0,1.0
2310,5,40,20.0,2,7.99,Quake,9.99,Action,Mid-tier,Mid,0.9654386878417079,6.176091548585239,1,1,35,0.7997997997997998
2310,6,75,25.0,9,7.49,Quake,9.99,Action,Mid-tier,Mid,0.9654386878417079,6.176091548585239,1,1,35,0.7497497497497497
2310,7,66,29.6,10,5.99,Quake,9.99,Action,Mid-tier,Mid,0.9654386878417079,6.176091548585239,1,1,35,0.5995995995995996
2310,8,75,28.571428571428573,7,4.99,Quake,9.99,Action,Mid-tier,Mid,0.9654386878417079,6.176091548585239,1,1,35,0.4994994994994995
